es_code	es_name	gene_id	gene_id_type	confidence	evidence_source	functional_role	pathway_context	notes
2.3.3.2	Controlling disease	Transposase_mut	Pfam	0.45	kegg_decoder+literature	inhibitor	Mutator transposase	Mutator-like transposase; IS element mobilization; ARG dissemination
2.3.3.2	Controlling disease	Y1_Tnp	Pfam	0.45	kegg_decoder+literature	inhibitor	IS200/IS605 transposase	Y1 serine transposase; IS200/IS605 family mobilization; ARG dissemination
2.3.3.2	Controlling disease	rve	Pfam	0.50	kegg_decoder+literature	inhibitor	Transposase/integrase	Integrase core domain; IS element and retroviral-type transposition; ARG mobilization
2.3.3.2	Controlling disease	rve_3	Pfam	0.45	kegg_decoder+literature	inhibitor	Integrase rve variant 3	Integrase core variant; prophage/MGE integration
2.3.4.2	Ensuring the organic matter in our soils is maintained	Alpha-amylase	Pfam	0.50	kegg_decoder+literature	transformer	Starch/glycogen degradation	GH13 alpha-amylase; major polysaccharide hydrolysis; organic matter processing
2.3.4.2	Ensuring the organic matter in our soils is maintained	Beta_helix	Pfam	0.50	kegg_decoder+literature	transformer	Pectate/pectin lyase	Right-handed beta-helix; pectate lyase; plant polysaccharide degradation
2.3.4.2	Ensuring the organic matter in our soils is maintained	DegT_DnrJ_EryC1	Pfam	0.45	kegg_decoder+literature	transformer	Aminosugar processing	DegT/DnrJ aminotransferase; aminosugar/deoxysugar biosynthesis for EPS and secondary metabolites
2.3.4.2	Ensuring the organic matter in our soils is maintained	Epimerase	Pfam	0.45	kegg_decoder+literature	transformer	Sugar interconversion/EPS	NAD-dependent epimerase/dehydratase; sugar metabolism for EPS/biofilm production
2.3.4.2	Ensuring the organic matter in our soils is maintained	Fasciclin	Pfam	0.45	kegg_decoder+literature	producer	Cell adhesion / biofilm	Fasciclin domain; cell adhesion; biofilm formation; soil aggregate stability
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glyco_hydro_16	Pfam	0.50	kegg_decoder+literature	transformer	GH16 polysaccharide hydrolase	Laminarinase/xyloglucanase/lichenase; plant/fungal polysaccharide degradation
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glyco_hydro_2_C	Pfam	0.50	kegg_decoder+literature	transformer	Beta-galactosidase C-terminal	GH2 C-terminal domain; co-occurs with Glyco_hydro_2_N
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glyco_hydro_2_N	Pfam	0.50	kegg_decoder+literature	transformer	Beta-galactosidase (GH2)	GH2 N-terminal; beta-galactosidase; lactose/galactoside hydrolysis; OM processing
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glyco_transf_9	Pfam	0.45	kegg_decoder+literature	producer	GT9 heptosyltransferase	Glycosyltransferase family 9; LPS/EPS biosynthesis; polysaccharide production
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glycos_trans_3N	Pfam	0.45	kegg_decoder+literature	producer	GT3 N-terminal domain	Co-occurs with Glycos_transf_3
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glycos_transf_1	Pfam	0.45	kegg_decoder+literature	producer	EPS/exopolysaccharide biosynthesis	Glycosyltransferase family 1; polysaccharide biosynthesis for biofilm
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glycos_transf_2	Pfam	0.45	kegg_decoder+literature	producer	EPS/exopolysaccharide biosynthesis	Glycosyltransferase family 2; builds polysaccharides for biofilm matrix
2.3.4.2	Ensuring the organic matter in our soils is maintained	Glycos_transf_3	Pfam	0.45	kegg_decoder+literature	producer	GT3 glycogen synthase	Glycosyltransferase family 3; glycogen/starch synthesis; polysaccharide production
2.3.4.2	Ensuring the organic matter in our soils is maintained	K00012	KO	0.55	kegg_decoder+literature	producer	EPS/biofilm matrix production	ugd UDPglucose 6-dehydrogenase; UDP-glucuronate for EPS; biofilm matrix stabilizes soil
2.3.4.2	Ensuring the organic matter in our soils is maintained	K00422	KO	0.65	literature:PMID:38278240	transformer	Lignin degradation	laccase (AA1 family); lignin oxidation; Wang et al 2024
2.3.4.2	Ensuring the organic matter in our soils is maintained	K00430	KO	0.65	literature:PMID:38278240	transformer	Lignin degradation	peroxidase (AA2 family); lignin and Mn peroxidase
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01179	KO	0.70	literature:PMID:38278240	transformer	Cellulose degradation	endoglucanase (cellulase); GH5/GH9 family; plant residue decomposition; Wang et al 2024
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01183	KO	0.70	literature:PMID:38278240	transformer	Chitin degradation	chiA chitinase; GH18 fungal residue decomposition; dominant in deep soil
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01185	KO	0.65	literature:PMID:37594978	transformer	Peptidoglycan degradation	lysozyme; GH23 bacterial residue decomposition; Paul et al 2023 PLoS ONE
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01188	KO	0.65	literature:PMID:38278240	transformer	Cellulose degradation	bglB beta-glucosidase; cellobiose hydrolysis to glucose
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01191	KO	0.50	kegg_decoder+literature	transformer	Mannan degradation	alpha-mannosidase; cleaves mannose from glycoproteins and mannans; organic matter processing
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01198	KO	0.65	literature:PMID:38278240	transformer	Hemicellulose degradation	xynB xylan 1,4-beta-xylosidase; hemicellulose terminal hydrolysis
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01214	KO	0.55	kegg_decoder+literature	transformer	Pectin degradation	polygalacturonase/pectinase; plant pectin decomposition; organic matter processing
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01218	KO	0.65	literature:PMID:38278240	transformer	Hemicellulose degradation	xynA endo-1,4-beta-xylanase; hemicellulose decomposition correlated with SOC
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01225	KO	0.65	literature:PMID:38278240	transformer	Cellulose degradation	cbhA cellobiohydrolase; GH6/GH7 crystalline cellulose degradation
2.3.4.2	Ensuring the organic matter in our soils is maintained	K01784	KO	0.55	kegg_decoder+literature	producer	EPS/biofilm matrix production	galE UDP-glucose 4-epimerase; produces UDP-galactose for EPS; biofilm contributes to soil aggregate stability
2.3.4.2	Ensuring the organic matter in our soils is maintained	K05349	KO	0.70	literature:PMID:38278240	transformer	Cellulose degradation	bglX beta-glucosidase; GH1/GH3 dominant in soil C cycling; Wang et al 2024
2.3.4.2	Ensuring the organic matter in our soils is maintained	K19668	KO	0.65	literature:PMID:38278240	transformer	Lignin degradation	manganese peroxidase; AA2 family lignin oxidation
2.3.4.2	Ensuring the organic matter in our soils is maintained	Ketoacyl-synt_C	Pfam	0.45	kegg_decoder+literature	transformer	Polyketide/fatty acid synthesis	Beta-ketoacyl synthase C-terminal; co-occurs with ketoacyl-synt
2.3.4.2	Ensuring the organic matter in our soils is maintained	NLPC_P60	Pfam	0.45	kegg_decoder+literature	transformer	Cell wall hydrolase	NlpC/P60 peptidase; peptidoglycan hydrolysis; cell wall recycling → OM
2.3.4.2	Ensuring the organic matter in our soils is maintained	Peptidase_S8	Pfam	0.45	kegg_decoder+literature	transformer	Extracellular protein degradation	Subtilase family; secreted protease; protein turnover in soil/sediment
2.3.4.2	Ensuring the organic matter in our soils is maintained	Poly_export	Pfam	0.45	kegg_decoder+literature	producer	EPS/capsule export	Polysaccharide export; Wza/Wzc-like; capsule/EPS outer membrane translocation
2.3.4.2	Ensuring the organic matter in our soils is maintained	Polysacc_deac_1	Pfam	0.50	kegg_decoder+literature	transformer	Chitin/PG deacetylation	Polysaccharide deacetylase; chitin/peptidoglycan deacetylation; organic matter modification
2.3.4.2	Ensuring the organic matter in our soils is maintained	Polysacc_synt	Pfam	0.50	kegg_decoder+literature	producer	EPS/capsule biosynthesis	Polysaccharide synthase; capsule/EPS polymerization; biofilm matrix production
2.3.4.2	Ensuring the organic matter in our soils is maintained	Polysacc_synt_2	Pfam	0.50	kegg_decoder+literature	producer	EPS/capsule biosynthesis	Polysaccharide biosynthesis protein; capsule/EPS production; biofilm matrix formation
2.3.4.2	Ensuring the organic matter in our soils is maintained	Polysacc_synt_C	Pfam	0.45	kegg_decoder+literature	producer	EPS biosynthesis C-terminal	Polysaccharide synthase C-terminal; co-occurs with Polysacc_synt
2.3.4.2	Ensuring the organic matter in our soils is maintained	Transgly	Pfam	0.45	kegg_decoder+literature	producer	Transglycosylase SLT	Peptidoglycan biosynthesis/recycling; cell wall → organic matter
2.3.4.2	Ensuring the organic matter in our soils is maintained	Wzy_C	Pfam	0.45	kegg_decoder+literature	producer	EPS/O-antigen polymerization	Wzy polymerase C-terminal; polysaccharide chain elongation for EPS/capsule
2.3.4.2	Ensuring the organic matter in our soils is maintained	ketoacyl-synt	Pfam	0.45	kegg_decoder+literature	transformer	Polyketide/fatty acid synthesis	Beta-ketoacyl synthase; polyketide and fatty acid biosynthesis; secondary metabolite production
2.3.5.1	Controlling the chemical quality of freshwater	AhpC-TSA	Pfam	0.50	kegg_decoder+literature	producer	Peroxide detoxification	Alkyl hydroperoxide reductase; detoxifies H2O2 and organic peroxides in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	Aminotran_1_2	Pfam	0.50	kegg_decoder+literature	transformer	Nitrogen cycling	Aminotransferase class I/II; transamination central to N cycling
2.3.5.1	Controlling the chemical quality of freshwater	Aminotran_3	Pfam	0.50	kegg_decoder+literature	transformer	Nitrogen cycling	Class III aminotransferase; ornithine/GABA aminotransferases; N compound interconversion
2.3.5.1	Controlling the chemical quality of freshwater	Aminotran_4	Pfam	0.45	kegg_decoder+literature	transformer	Nitrogen cycling	Class IV aminotransferase; D-amino acid/branched-chain aminotransferases; N compound cycling
2.3.5.1	Controlling the chemical quality of freshwater	Aminotran_5	Pfam	0.45	kegg_decoder+literature	transformer	Nitrogen cycling	Class V aminotransferase; amino acid transformations; N cycling
2.3.5.1	Controlling the chemical quality of freshwater	Arginase	Pfam	0.50	kegg_decoder+literature	transformer	Urea cycle / N cycling	Arginase/agmatinase; arginine → ornithine + urea; N compound interconversion
2.3.5.1	Controlling the chemical quality of freshwater	B12-binding	Pfam	0.45	kegg_decoder+literature	transformer	B12-dependent metabolism	Cobalamin-binding domain; B12-requiring enzymes; indicator of B12 cycling capacity
2.3.5.1	Controlling the chemical quality of freshwater	B12-binding_2	Pfam	0.45	kegg_decoder+literature	transformer	B12-binding variant	Cobalamin-binding domain variant; B12-dependent enzyme indicator
2.3.5.1	Controlling the chemical quality of freshwater	CHU_C	Pfam	0.45	kegg_decoder+literature	transformer	Polysaccharide utilization	Carbohydrate-binding CHU_C domain; polysaccharide degradation; organic C processing in water
2.3.5.1	Controlling the chemical quality of freshwater	Cys_Met_Meta_PP	Pfam	0.45	kegg_decoder+literature	transformer	Sulfur amino acid metabolism	PLP-dependent Cys/Met metabolism; methionine gamma-lyase; volatile S production
2.3.5.1	Controlling the chemical quality of freshwater	Cytochrom_C	Pfam	0.50	kegg_decoder+literature	transformer	Electron transfer/metal cycling	Cytochrome c family; electron transfer in Fe/Mn/S redox cycling; multiheme variants in DIET
2.3.5.1	Controlling the chemical quality of freshwater	Cytochrom_C_asm	Pfam	0.45	kegg_decoder+literature	transformer	Cytochrome c maturation	CcmF/CcmH assembly; enables functional c-type cytochromes for Fe/Mn/S redox cycling
2.3.5.1	Controlling the chemical quality of freshwater	Cytochrome_CBB3	Pfam	0.50	kegg_decoder+literature	transformer	Microaerobic respiration	Cytochrome cbb3 high-affinity oxidase; microaerobic/suboxic zone adaptation; redox cycling
2.3.5.1	Controlling the chemical quality of freshwater	DctP	Pfam	0.45	kegg_decoder+literature	consumer	TRAP dicarboxylate transport	DctP TRAP transporter SBP; C4-dicarboxylate import; organic acid cycling in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	DoxX	Pfam	0.50	kegg_decoder+literature	transformer	Thiosulfate oxidation	DoxX/SoxF-like; thiosulfate oxidation; sulfur compound cycling in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	Exo_endo_phos	Pfam	0.50	kegg_decoder+literature	producer	Phosphorus cycling	Exo/endo phosphatase; hydrolyzes phosphoester bonds; organic P mineralization
2.3.5.1	Controlling the chemical quality of freshwater	FUR	Pfam	0.50	kegg_decoder+literature	transformer	Iron uptake regulator	Fur/Zur/Mur; Fe/Zn/Mn-responsive transcription regulator; controls siderophore genes
2.3.5.1	Controlling the chemical quality of freshwater	FeoA	Pfam	0.50	kegg_decoder+literature	transformer	Ferrous iron transport	FeoA Fe2+ transporter; Fe(II) uptake in anaerobic conditions; iron cycling
2.3.5.1	Controlling the chemical quality of freshwater	Fer2	Pfam	0.45	kegg_decoder+literature	transformer	Electron transfer / iron cycling	2Fe-2S ferredoxin; electron carrier in N/S/Fe cycling and photosynthesis
2.3.5.1	Controlling the chemical quality of freshwater	Fer2_4	Pfam	0.45	kegg_decoder+literature	transformer	2Fe-2S ferredoxin variant	Electron transfer in Fe/S/N redox cycling
2.3.5.1	Controlling the chemical quality of freshwater	Fer4	Pfam	0.45	kegg_decoder+literature	transformer	Electron transfer / redox cycling	4Fe-4S ferredoxin; electron carrier in anaerobic S/N/Fe redox reactions
2.3.5.1	Controlling the chemical quality of freshwater	Glutaredoxin	Pfam	0.45	kegg_decoder+literature	producer	Oxidative stress defense	Glutaredoxin; thiol-disulfide oxidoreductase; ROS defense in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	HAD	Pfam	0.50	kegg_decoder+literature	transformer	HAD phosphatase/dehalogenase	HAD superfamily; phosphatase and dehalogenase activities; P and halide cycling
2.3.5.1	Controlling the chemical quality of freshwater	Inositol_P	Pfam	0.50	kegg_decoder+literature	transformer	Inositol monophosphatase	IMPase; organic P mineralization; P cycling
2.3.5.1	Controlling the chemical quality of freshwater	K00260	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	gudB, rocG
2.3.5.1	Controlling the chemical quality of freshwater	K00261	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	GLUD1_2, gdhA
2.3.5.1	Controlling the chemical quality of freshwater	K00262	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	E1.4.1.4, gdhA
2.3.5.1	Controlling the chemical quality of freshwater	K00264	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	GLT1
2.3.5.1	Controlling the chemical quality of freshwater	K00265	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	gltB
2.3.5.1	Controlling the chemical quality of freshwater	K00266	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	gltD
2.3.5.1	Controlling the chemical quality of freshwater	K00284	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	GLU, gltS
2.3.5.1	Controlling the chemical quality of freshwater	K00360	KO	0.75	kegg_decoder+foam	consumer	Assimilatory nitrate reduction (NO3→NH4)	Assimilatory nitrate reduction (M00531); nasB
2.3.5.1	Controlling the chemical quality of freshwater	K00362	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); nirB
2.3.5.1	Controlling the chemical quality of freshwater	K00363	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); nirD
2.3.5.1	Controlling the chemical quality of freshwater	K00366	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	nirA
2.3.5.1	Controlling the chemical quality of freshwater	K00367	KO	0.65	kegg_decoder	consumer	Assimilatory nitrate reduction (NO3→NH4)	Assimilatory nitrate reduction (M00531)
2.3.5.1	Controlling the chemical quality of freshwater	K00368	KO	0.95	kegg_decoder+foam	producer	Denitrification (NO3→N2)	Denitrification (M00529); nirK
2.3.5.1	Controlling the chemical quality of freshwater	K00370	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); narG, narZ, nxrA
2.3.5.1	Controlling the chemical quality of freshwater	K00371	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); narH, narY, nxrB
2.3.5.1	Controlling the chemical quality of freshwater	K00372	KO	0.75	kegg_decoder+foam	consumer	Assimilatory nitrate reduction (NO3→NH4)	Assimilatory nitrate reduction (M00531); nasA
2.3.5.1	Controlling the chemical quality of freshwater	K00373	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	narJ, narW
2.3.5.1	Controlling the chemical quality of freshwater	K00374	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	narI, narV
2.3.5.1	Controlling the chemical quality of freshwater	K00376	KO	0.95	kegg_decoder+foam	producer	Denitrification (NO3→N2)	Denitrification (M00529); nosZ
2.3.5.1	Controlling the chemical quality of freshwater	K00380	KO	0.7	kegg_decoder+foam	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176); cysJ
2.3.5.1	Controlling the chemical quality of freshwater	K00381	KO	0.7	kegg_decoder+foam	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176); cysI
2.3.5.1	Controlling the chemical quality of freshwater	K00387	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	SUOX
2.3.5.1	Controlling the chemical quality of freshwater	K00390	KO	0.7	kegg_decoder+foam	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176); cysH
2.3.5.1	Controlling the chemical quality of freshwater	K00392	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	sir
2.3.5.1	Controlling the chemical quality of freshwater	K00394	KO	0.7	kegg_decoder+foam	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176); aprA
2.3.5.1	Controlling the chemical quality of freshwater	K00395	KO	0.85	kegg_decoder+foam	transformer	Dissimilatory sulfate reduction (Dsr)	Dissimilatory sulfate reduction (M00596); aprB
2.3.5.1	Controlling the chemical quality of freshwater	K00428	KO	0.50	kegg_decoder+literature	producer	Reactive oxygen detoxification	cytochrome c peroxidase; H2O2 detoxification in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K00531	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogen Fixation	anfG
2.3.5.1	Controlling the chemical quality of freshwater	K00548	KO	0.50	kegg_decoder+literature	transformer	B12-dependent metabolism	metH B12-dependent methionine synthase; indicator of B12 cycling capacity
2.3.5.1	Controlling the chemical quality of freshwater	K00625	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	E2.3.1.8, pta
2.3.5.1	Controlling the chemical quality of freshwater	K00697	KO	0.65	literature:PMID:36181699	producer	Phosphorus solubilization	gcd glucose dehydrogenase; organic acid production solubilizes mineral P; Hu et al 2022
2.3.5.1	Controlling the chemical quality of freshwater	K00793	KO	0.55	kegg_decoder	producer	Riboflavin biosynthesis	Riboflavin biosynthesis (M00125)
2.3.5.1	Controlling the chemical quality of freshwater	K00794	KO	0.55	kegg_decoder	producer	Riboflavin biosynthesis	Riboflavin biosynthesis (M00125)
2.3.5.1	Controlling the chemical quality of freshwater	K00811	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	ASP5
2.3.5.1	Controlling the chemical quality of freshwater	K00812	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	aspB
2.3.5.1	Controlling the chemical quality of freshwater	K00813	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	aspC
2.3.5.1	Controlling the chemical quality of freshwater	K00860	KO	0.6	kegg_decoder	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176)
2.3.5.1	Controlling the chemical quality of freshwater	K00937	KO	0.80	literature:PMID:39962698	transformer	Polyphosphate metabolism	ppk1 polyphosphate kinase; polyphosphate synthesis for enhanced biological P removal
2.3.5.1	Controlling the chemical quality of freshwater	K00958	KO	0.6	kegg_decoder	consumer	Assimilatory sulfate reduction	Assimilatory sulfate reduction (M00176)
2.3.5.1	Controlling the chemical quality of freshwater	K00959	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	
2.3.5.1	Controlling the chemical quality of freshwater	K01000	KO	0.55	kegg_decoder+literature	transformer	Phosphonate biosynthesis	pepM PEP mutase; first step in phosphonate biosynthesis; produces C-P bond organophosphorus compounds
2.3.5.1	Controlling the chemical quality of freshwater	K01011	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	TST, MPST, sseA
2.3.5.1	Controlling the chemical quality of freshwater	K01077	KO	0.80	literature:PMID:29569048	producer	Phosphorus mineralization	phoA alkaline phosphatase; organic P → PO4; LeBrun et al 2018 Microb Ecol
2.3.5.1	Controlling the chemical quality of freshwater	K01091	KO	0.55	kegg_decoder+literature	producer	Phosphorus mineralization	phoN acid phosphatase; releases Pi from organic P compounds; P cycling
2.3.5.1	Controlling the chemical quality of freshwater	K01092	KO	0.50	kegg_decoder+literature	transformer	Phosphorus cycling	myo-inositol-1-phosphatase; releases Pi from inositol phosphates; organic P mineralization
2.3.5.1	Controlling the chemical quality of freshwater	K01093	KO	0.80	literature:PMID:36181699	producer	Phosphorus mineralization	phoD alkaline phosphatase; dominant P mineralization gene in wetlands; Hu et al 2022 Glob Chang Biol
2.3.5.1	Controlling the chemical quality of freshwater	K01113	KO	0.70	literature:PMID:36181699	producer	Phosphorus mineralization	phoB two-component response regulator; P-starvation regulon; Hu et al 2022
2.3.5.1	Controlling the chemical quality of freshwater	K01126	KO	0.55	kegg_decoder+literature	transformer	Phosphorus cycling	phospholipase C; releases phosphate from phospholipids; organic P mineralization
2.3.5.1	Controlling the chemical quality of freshwater	K01425	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	glsA, GLS
2.3.5.1	Controlling the chemical quality of freshwater	K01428	KO	0.80	kegg_decoder+literature	inhibitor	Urea hydrolysis	ureC urease alpha subunit; urea→NH4+CO2; ammonia release to freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K01429	KO	0.80	kegg_decoder+literature	inhibitor	Urea hydrolysis	ureB urease beta subunit
2.3.5.1	Controlling the chemical quality of freshwater	K01430	KO	0.80	kegg_decoder+literature	inhibitor	Urea hydrolysis	ureA urease gamma subunit
2.3.5.1	Controlling the chemical quality of freshwater	K01497	KO	0.55	kegg_decoder	producer	Riboflavin biosynthesis	Riboflavin biosynthesis (M00125)
2.3.5.1	Controlling the chemical quality of freshwater	K01514	KO	0.75	literature:PMID:39962698	producer	Polyphosphate metabolism	ppx exopolyphosphatase; polyphosphate degradation releases PO4
2.3.5.1	Controlling the chemical quality of freshwater	K01841	KO	0.65	literature:PMID:36181699	transformer	Phosphorus mineralization	ugpQ glycerophosphoryl diester phosphodiesterase; organic P mineralization
2.3.5.1	Controlling the chemical quality of freshwater	K01915	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	glnA, GLUL
2.3.5.1	Controlling the chemical quality of freshwater	K01953	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	asnB, ASNS
2.3.5.1	Controlling the chemical quality of freshwater	K02003	KO	0.55	kegg_decoder+literature	transformer	Trace metal cycling (Co/Ni)	cbiO cobalt/nickel transporter ATPase; B12 precursor acquisition
2.3.5.1	Controlling the chemical quality of freshwater	K02004	KO	0.55	kegg_decoder+literature	transformer	Trace metal cycling (Co/Ni)	cbiM cobalt/nickel transporter permease; Co import for B12 biosynthesis
2.3.5.1	Controlling the chemical quality of freshwater	K02014	KO	0.65	kegg_decoder+literature	transformer	Iron acquisition/cycling	TonB-dependent iron siderophore receptor; mediates Fe cycling; Fe availability affects water quality
2.3.5.1	Controlling the chemical quality of freshwater	K02036	KO	0.70	literature:PMID:38844031	consumer	Phosphate transport	pstB phosphate ABC transporter ATP-binding
2.3.5.1	Controlling the chemical quality of freshwater	K02037	KO	0.70	literature:PMID:38844031	consumer	Phosphate transport	pstA phosphate ABC transporter permease
2.3.5.1	Controlling the chemical quality of freshwater	K02038	KO	0.70	literature:PMID:38844031	consumer	Phosphate transport	pstC phosphate ABC transporter permease
2.3.5.1	Controlling the chemical quality of freshwater	K02040	KO	0.70	literature:PMID:38844031	consumer	Phosphate transport	pstS phosphate ABC transporter substrate-binding; high-affinity PO4 uptake; Zhuo et al 2024
2.3.5.1	Controlling the chemical quality of freshwater	K02044	KO	0.65	literature:PMID:38844031	consumer	Phosphonate transport	phnC phosphonate ABC transporter ATP-binding; phosphonate uptake
2.3.5.1	Controlling the chemical quality of freshwater	K02050	KO	0.50	kegg_decoder+literature	consumer	Sulfate uptake	sulfate ABC transporter permease; imports sulfate for assimilatory reduction
2.3.5.1	Controlling the chemical quality of freshwater	K02225	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02227	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02228	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02229	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02231	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02232	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02233	KO	0.6	kegg_decoder	producer	Cobalamin (B12) biosynthesis	Cobalamin B12 biosynthesis (M00120)
2.3.5.1	Controlling the chemical quality of freshwater	K02305	KO	0.95	kegg_decoder+foam	producer	Denitrification (NO3→N2)	Denitrification (M00529); norC
2.3.5.1	Controlling the chemical quality of freshwater	K02439	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	glpE
2.3.5.1	Controlling the chemical quality of freshwater	K02567	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); napA
2.3.5.1	Controlling the chemical quality of freshwater	K02568	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); napB
2.3.5.1	Controlling the chemical quality of freshwater	K02586	KO	0.95	kegg_decoder+foam	producer	Nitrogen fixation (N2→NH4)	Nitrogen fixation (M00175); nifD
2.3.5.1	Controlling the chemical quality of freshwater	K02588	KO	0.95	kegg_decoder+foam	producer	Nitrogen fixation (N2→NH4)	Nitrogen fixation (M00175); nifH
2.3.5.1	Controlling the chemical quality of freshwater	K02591	KO	0.95	kegg_decoder+foam	producer	Nitrogen fixation (N2→NH4)	Nitrogen fixation (M00175); nifK
2.3.5.1	Controlling the chemical quality of freshwater	K02595	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogen Fixation	nifW
2.3.5.1	Controlling the chemical quality of freshwater	K03320	KO	0.65	kegg_decoder+literature	consumer	Ammonium uptake	Amt permease variant; ammonium/methylammonium uptake; dissolved N removal
2.3.5.1	Controlling the chemical quality of freshwater	K03321	KO	0.70	kegg_decoder+literature	consumer	Ammonium uptake	amtB ammonium transporter; removes dissolved NH4 from freshwater; N cycling
2.3.5.1	Controlling the chemical quality of freshwater	K03385	KO	0.85	kegg_decoder+foam	transformer	DNRA (NO3→NH4)	DNRA (M00530); nrfA
2.3.5.1	Controlling the chemical quality of freshwater	K03561	KO	0.55	kegg_decoder+literature	transformer	Iron acquisition/cycling	ExbD TonB system accessory; required for TonB-dependent iron transport
2.3.5.1	Controlling the chemical quality of freshwater	K03832	KO	0.60	kegg_decoder+literature	transformer	Iron acquisition/cycling	TonB energy transducer; powers TonB-dependent receptors for siderophore/Fe/B12 import
